Id,OwnerUserId,CreationDate,ParentId,Score,Body
12992,543,2008-08-16T04:35:49Z,12870,0,"<p>Does the ""date"" have to be a parameter? If you're just showing the current watering schedule the WateringSchedule class itself can figure out what day it is, and therefore what season it is. Then just have a method which returns a map where the Key is the group letter. Something like:</p>

<pre><code>public Map&lt;String,List&lt;String&gt;&gt; getGroupToScheduledDaysMap() {
  // instantiate a date or whatever to decide what Map to return
}
</code></pre>

<p>Then in the JSP page</p>

<pre><code>&lt;c:forEach var=""day"" items=""${scheduler.groupToScheduledDaysMap[""A""]}""&gt;
   ${day}
&lt;/c:forEach&gt;
</code></pre>

<p>If you need to show the schedules for more than one season, you should have a method in the WateringSchedule class that returns a map where Seasons are the keys, and then Maps of groupToScheduledDays are the values.</p>
"
13003,813,2008-08-16T05:23:09Z,13000,5,"<p>Most PHP sites should have a file (I call it a header) that you include on every single page of the site. If you put that first line of code in the header file, then include it like this on every page:</p>

<pre><code> include 'header.php';
</code></pre>

<p>you won't have to use the global keyword or anything, the second line of code you wrote should work.</p>

<p>Edit: Oh sorry, that won't work inside functions... now I see your problem.</p>

<p>Edit #2: Ok, take my original advice with the header, but use a <a href=""http://php.net/define"" rel=""nofollow"" title=""Dr. Explain"">define()</a> rather than a variable. Those work inside functions after being included.</p>"
13005,834,2008-08-16T05:27:22Z,13000,-1,"<p>IIRC a common solution is a plain file that contains your declarations, that you include in every source file, something like '<em>constants.inc.php</em>'. There you can define a bunch of application-wide variables that are then imported in every file.</p>

<p>Still, you have to provide the include directive in <strong>every</strong> single source file you use. I even saw some projects using this technique to provide localizations for several languages. I'd prefer the gettext way, but maybe this variant is easier to work with for the average user.</p>

<p><strong>edit</strong> For your problem I recomment the use of <strong>$GLOBALS[]</strong>, see <a href=""http://php.net/manual/en/language.variables.scope.php"" rel=""nofollow"" title=""Dr. Explain"">Example #2</a> for details.</p>

<p>If that's still not applicable, I'd try to digg down PHP5 objects and create a static Singleton that provides needed static constants (<a href=""http://www.developer.com/lang/php/article.php/3345121"" rel=""nofollow""><a href=""http://www.developer.com/lang/php/article.php/3345121"" rel=""nofollow"">http://www.developer.com/lang/php/article.php/3345121</a></a>)</p>"
13006,1448,2008-08-16T05:28:04Z,12880,1,"<p>You might also want to check out <a href=""http://theinfo.org/"" rel=""nofollow"" title=""Dr. Explain"">theinfo</a> by Aaron Swartz.</p>

<p>From the site </p>

<blockquote>
  <p>This is a site for large data sets and
  the people who love them: the scrapers
  and crawlers who collect them, the
  academics and geeks who process them,
  the designers and artists who
  visualize them. It's a place where
  they can exchange tips and tricks,
  develop and share tools together, and
  begin to integrate their particular
  projects.</p>
</blockquote>
"
13008,115,2008-08-16T05:34:03Z,13000,-1,"<p>Sessions are going to be your best bet, if the data is user specific, else just use a conifg file.
config.php:</p>

<pre><code>&lt;?php
$EL = ""\n&lt;br /&gt;\n"";
?&gt;
</code></pre>

<p>Then on each page add</p>

<pre><code>require 'config.php'
</code></pre>

<p>the you will be able to access $EL on that page.</p>
"
13020,893,2008-08-16T05:56:03Z,12880,2,"<p>I've done some work with the <a href=""http://download.wikimedia.org/"" rel=""nofollow"">Wikimedia</a> download sets, which are huge XML files. Unfortunately, their download server appears to be currently having disk space issues so many of the data sets aren't available. But when it's available, the entire English Wikipedia data set with full history is 2.8 TB (18 GB compressed).</p>"
13037,795,2008-08-16T07:37:11Z,12870,3,"<p>Here's one way it <em>could</em> look like, you can figure the rest out:</p>

<pre><code>A = new Group();
A.getSeason(Seasons.WINTER).addDay(Days.MONDAY);
A.getSeason(Seasons.SPRING).addDay(Days.TUESDAY).addDay(Days.THURSDAY);
A.getSeason(Seasons.SPRING).addDays(Days.MONDAY, Days.TUESDAY, ...);

schedule = new Schedule();
schedule.addWateringGroup( A );
</code></pre>
"
13058,868,2008-08-16T08:44:31Z,13000,3,"<p>Sounds like the job of a constant. See the function <a href=""http://us2.php.net/define"" rel=""nofollow"">define()</a>.</p>"
13061,905,2008-08-16T08:49:21Z,13060,3,"<p><code>out</code> means that the parameter will be initialised by the method:</p>

<pre><code>int result; //not initialised

if( int.TryParse( ""123"", out result ) )
   //result is now 123
else
   //if TryParse failed result has still be 
   // initialised to its default value (0)
</code></pre>

<p><code>ref</code> will force the underlying reference to be passed:</p>

<pre><code>void ChangeMyClass1( MyClass input ) {
   input.MyProperty = ""changed by 1"";
   input = null;
   //can't see input anymore ... 
   // I've only nulled my local scope's reference
}

void ChangeMyClass2( ref MyClass input ) {
   input.MyProperty = ""changed by 2"";
   input = null;
   //the passed reference is now null too.
}

MyClass tester = new MyClass { MyProperty = ""initial value"" };

ChangeMyClass1( tester );
// now tester.MyProperty is ""changed by 1""

ChangeMyClass2( ref tester );
// now tester is null
</code></pre>"
13065,718,2008-08-16T09:13:36Z,13060,1,"<p>This article ""<a href=""http://www.yoda.arachsys.com/csharp/parameters.html#ref"" rel=""nofollow"">Parameter passing in C#</a>"" is the most complete explanation I've read so far.</p>
"
13070,46,2008-08-16T09:21:35Z,13060,2,"<p>One of my own questions at stackoverflow handles this topic too.<br />
It handles about <a href=""http://stackoverflow.com/questions/2027/pass-by-reference-or-pass-by-value"" rel=""nofollow"">""pass by reference"" and ""pass by value""</a> in different types of languages, <a href=""http://stackoverflow.com/questions/2027/pass-by-reference-or-pass-by-value#2554"" rel=""nofollow"">c# is included</a> so maybe you can find some extra information there as well.</p>

<p>Basically it comes down to:</p>

<ul>
<li>ref: the parameter with the ref keyword will be passed <em>by reference</em></li>
<li>out: the parameter with the out keyword will be treated as an <em>output parameter</em></li>
</ul>

<p>but that's really the most basic answer you can give, as it is a little more complex than it is stated here</p>"
13075,115,2008-08-16T09:26:18Z,13000,0,"<p>@svec yes this will, you just have to include the file inside the function also.  This is how most of my software works.</p>

<pre><code>function myFunc()
 {
require 'config.php';
//Variables from config are available now.
 }
</code></pre>
"
13094,1344,2008-08-16T11:21:08Z,13000,1,"<p>Are you using PHP5? If you define the __autoload() function and use a class with some constants, you can call them where you need them. The only aggravating thing about this is that you have to type something a little longer, like </p>

<pre><code>MyClass::MY_CONST
</code></pre>

<p>The benefit is that if you ever decide to change the way that you handle new lines, you only have to change it in one place.</p>

<p>Of course, a possible negative is that you're calling including an extra function (__autoload()), running that function (when you reference the class), which then loads another file (your class file). That might be more overhead than it's worth.</p>

<p>If I may offer a suggestion, it would be avoiding this sort of echoing that requires echoing tags (like <code>&lt;br /&gt;</code>). If you could set up something a little more template-esque, you could handle the nl's without having to explicitly type them. So instead of</p>

<pre><code>echo ""Blah Blah Blah\n&lt;br /&gt;\n"";
</code></pre>

<p>try:</p>

<pre><code>&lt;?php
if($condition) {
?&gt;
&lt;p&gt;Blah blah blah
&lt;br /&gt;
&lt;/p&gt;
&lt;?php
}
?&gt;
</code></pre>

<p>It just seems to me like calling up classes or including variables within functions as well as out is a lot of work that doesn't need to be done, and, if at all possible, those sorts of situations are best avoided.</p>"
13099,304,2008-08-16T12:04:54Z,12870,1,"<p>I'm with those that suggest encapsulating function in objects.</p>

<pre><code>import java.util.Date;
import java.util.Map;
import java.util.Set;

public class Group {

    private String groupName;

    private Map&lt;Season, Set&lt;Day&gt;&gt; schedule;

    public String getGroupName() {
    	return groupName;
    }

    public void setGroupName(String groupName) {
    	this.groupName = groupName;
    }

    public Map&lt;Season, Set&lt;Day&gt;&gt; getSchedule() {
    	return schedule;
    }

    public void setSchedule(Map&lt;Season, Set&lt;Day&gt;&gt; schedule) {
    	this.schedule = schedule;
    }

    public String getScheduleFor(Date date) {
    	Season now = Season.getSeason(date);
    	Set&lt;Day&gt; days = schedule.get(now);
    	return Day.getDaysForDisplay(days);
    }

}
</code></pre>

<p>EDIT: Also, your date ranges don't take leap years into account:</p>

<blockquote>
  <p>Our seasons look like this: Summer
  (5-1 to 8-31) Spring (3-1 to 4-30)
  Fall (9-1 to 10-31) Winter (11-1 to
  2-28)</p>
</blockquote>"
13100,891,2008-08-16T12:06:17Z,13060,19,"<p>By default (in C#), passing an object to a function actually passes a copy of the reference to that object. Changing the parameter itself only changes the value in the parameter, and not the variable that was specified.</p>

<pre><code>void Test1(string param)
{
    param = ""new value"";
}

string s1 = ""initial value"";
Test1(s1);
// s1 == ""initial value""
</code></pre>

<p>Using <code>out</code> or <code>ref</code> passes a reference to the variable specified in the call to the function. Any changes to the value of an <code>out</code> or <code>ref</code> parameter will be passed back to the caller.</p>

<p>Both <code>out</code> and <code>ref</code> behave identically except for one slight difference: <code>ref</code> parameters are required to be initialised before calling, while <code>out</code> parameters can be uninitialised. By extension, <code>ref</code> parameters are guaranteed to be initialised at the start of the method, while <code>out</code> parameters are treated as uninitialised.</p>

<pre><code>void Test2(ref string param)
{
    param = ""new value"";
}

void Test3(out string param)
{
    // Use of param here will not compile
    param = ""another value"";
}

string s2 = ""initial value"";
string s3;
Test2(ref s2);
// s2 == ""new value""
// Test2(ref s3); // Passing ref s3 will not compile
Test3(out s2);
// s2 == ""another value""
Test3(out s3);
// s3 == ""another value""
</code></pre>

<p><strong>Edit</strong>: As <a href=""http://stackoverflow.com/questions/13060/what-do-ref-val-and-out-mean-on-method-parameters#13105"" rel=""nofollow"" title=""dp"">dp</a> points out, the difference between <code>out</code> and <code>ref</code> is only enforced by the C# compiler, not by the CLR. As far as I know, VB has no equivalent for <code>out</code> and implements <code>ref</code> (as <code>ByRef</code>) only, matching the support of the CLR.</p>"
13105,748,2008-08-16T12:32:38Z,13060,6,"<p>One additional note about ref vs. out: The distinction between the two is enforced by the C# compiler. The CLR does not distinguish between between out and ref. This means that you cannot have two methods whose signatures differ only by an out or ref</p>

<pre><code>void foo(int value) {}

// Only one of the following would be allowed

// valid to overload with ref
void foo(ref int value) {}

// OR with out
void foo(out int value) {}
</code></pre>
"
13164,423,2008-08-16T15:04:56Z,13160,2,"<p>It depends on how often you are going to be calling the web service.  If you're going to be calling it almost constantly, it would probably be better to use method #2.  However, if it's not going to be getting called quite so often, you are better off using method #1, and only instantiating it when you need it.</p>"
13171,1130097,2008-08-16T15:24:19Z,13160,0,"<p>Right now I made a solution for a mobile device and it turns to be used on irregular times, it could be used in 10 minutes, 1 hour, 4 hours its very variable, it seems that the better aproach is the first strategy.</p>

<p>Last year we went on a project where we used webservices, the fact is that we instantiated our webservices at the Sub New() procedure and it run it very well, however, sometimes some users claimed at us that they woke up from their chairs and when they returned and tried to continue on the application they received a timeout error message and they had to re-login again.</p>

<p>We thougth that maybe that was Ok because maybe the users went out for a very long time out of their seats, but once in a presentation of the application with the CEOs it happened exactly the same scenario and personally I didn't like that behaviour and that's why the question.</p>

<p>Thanks for the answer.</p>"
13207,1554,2008-08-16T16:18:58Z,13170,1,"<p>A ThreadStateException is thrown because you're trying to start a thread that's not in a startable state. The most likely situations would be that it's already running, or that it has fully exited.</p>

<p>There are potentially a couple things that might be happening. First is, the thread might have transitioned from Running to StopRequested, which isn't fully stopped yet, so your logic doesn't create a new thread, and you're trying to start a thread which has just finished running or is about to finish running (neither of which is a valid state for restarting).</p>

<p>The other possibility is that the thread was aborted. Threads which are aborted go to the Aborted state, not the Stopped state, and of course are also not valid for restarting.</p>

<p>Really, the only kind of thread that is still alive that can be ""restarted"" is one that's suspended. You might want to use this conditional instead:</p>

<p><code>if (this.mThread == null || this.mThread.ThreadState != ThreadState.Suspended)</code></p>
"
13212,905,2008-08-16T16:23:57Z,13200,0,"<p>CC comes with a utility that warns you when builds fail, it probably isn't worth logging the failing build in FogBugz - you don't need to track issues that are immediately resolved (as most broken builds will be)</p>

<p>To go the other way round (FogBugz showing checkins that fixed the issue) you need a web based repository browser - FogBugz is easy to configure so that it shows the right changes.</p>
"
13214,887,2008-08-16T16:25:07Z,13170,6,"<p>It's possible for a thread to be in more than one state at once therefore the ThreadState property is actually a bitmap of possible states. So testing for equality with just one state will not give you the right result. You would need to do something like:</p>

<pre><code>if((mThread.ThreadState &amp; ThreadState.Running) != 0)
</code></pre>

<p>However, checking thread state is the wrong to do anything. I'm not entirely clear what you're trying to achieve but I will guess that you're waiting for a thread to terminate before restarting it. In that case you should do:</p>

<pre><code>mThread.Join();
mThread = new Thread(new ParameterizedThreadStart(Monitor));
if(check)
    mThread.Start(60000);
else
    mThread.Start(0);
</code></pre>

<p>Although if you describe the problem you're trying to solve in more detail I'm almost certain there will be a better solution. Waiting around for a thread to end just to restart it again doesn't seem that efficient to me. Perhaps you just need some kind of inter-thread communication?</p>

<p>John.</p>"
13221,1407,2008-08-16T16:35:18Z,2970,0,"<p>We had been hacked from same guys apparently! Or bots, in our case. They used SQL injection in URL on some old classic ASP sites that nobody maintain anymore. We found attacking IPs and blocked them in IIS. Now we must refactor all old ASP.
So, my advice is to take a look at IIS logs first, to find if problem is in your site's code or server configuration.</p>
"
13255,267,2008-08-16T17:56:47Z,13170,3,"<p>The problem is that you have code that first checks if it should create a new thread object, and another piece of code that determines wether to start the thread object. Due to race conditions and similar things, your code might end up trying to call .Start on an existing thread object. Considering you don't post the details behind the <em>check</em> variable, it's impossible to know what might trigger this behavior.</p>

<p>You should reorganize your code so that .Start is guaranteed to only be called on new objects. In short, you should put the Start method into the same if-statement as the one that creates a new thread object.</p>

<p>Personally, I would try to reorganize the entire code so that I didn't need to create another thread, but wrap the code inside the thread object inside a loop so that the thread just keeps on going.</p>
"
13259,1557,2008-08-16T18:02:03Z,13200,4,"<p>At my company we've recently adopted the (commercial) Atlassian stack - including JIRA for issue tracking and Bamboo for builds. Much like the Microsoft world (I'm guessing - we're a Java shop), if you get all your products from a single vendor you get the bonus of tight integration.</p>

<p>For an example of how they've done interoperability, view their <a href=""http://www.atlassian.com/software/bamboo/features/interoperability.jsp"" rel=""nofollow"" title=""interoperability"">interoperability page</a>.</p>

<p>Enough shilling. Generally speaking, I can summarize their general approach as:</p>

<ul>
<li>Create issues in your bug tracker (ex: issue key of PROJ-123).</li>
<li>When you commit code, add ""PROJ-123"" to your commit comment to indicate what bug this code change fixes.</li>
<li>When your CI server checks out the code, scan the commit comments of the diffs. Record any strings matching the regex of your issue keys.</li>
<li>When the build completes, generate a report of what issue keys were found.</li>
</ul>

<p>Specifically to your second problem:</p>

<p>Your CI doesn't doesn't have to put anything into your bug tracker. Bamboo doesn't put anything into JIRA. Instead, the Atlassian folks have provided a plugin to JIRA that will make a remote api call into Bamboo, asking the question ""Bamboo, to what builds am I (a JIRA issue) related?"". This is probably best explained with a <a href=""http://confluence.atlassian.com/display/BAMBOO/Bamboo+2.1+Release+Notes#Bamboo2.1ReleaseNotes-LinkIssuesandBuilds"" rel=""nofollow"" title=""screenshot"">screenshot</a>.</p>"
13277,1557,2008-08-16T18:48:43Z,4080,11,"<p>All of the following we use and integrate easiy in both our Maven 2.x builds and Eclipse/RAD 7:</p>

<ul>
<li>Testing - JUnit/TestNG</li>
<li>Code analysis - FindBugs, PMD</li>
<li>Code coverage - Clover</li>
</ul>

<p>In addition, in our Maven builds we have:</p>

<ul>
<li>JDepend</li>
<li>Tag checker (TODO, FIXME, etc)</li>
</ul>

<p>Furthermore, if you're using Maven 2.x, CodeHaus has a collection of handy Maven plugins in their <a href=""http://mojo.codehaus.org/plugins.html"">Mojo project</a>.</p>

<p>Note: Clover has out-of-the-box integration with the Bamboo CI server (since they're both Atlassian products). There are also Bamboo plugins for FindBugs, PMD, and CheckStyle but, as noted, the free Hudson CI server has those too.</p>"
13318,1472,2008-08-16T19:56:45Z,13200,3,"<p>All the CI setups I've worked with send an email (to a list), but if you did want—especially if your team uses FogBugz much as a todo system—you could just open a case in FogBugz 6. <a href=""http://www.fogcreek.com/FogBugz/docs/60/topics/advanced/API.html"" rel=""nofollow"">It has an API</a> that lets you open cases. For that matter, you could just configure it to send the email to your FogBugz' email submission address, but the API might let you do more, like assign the case to the last committer.</p>

<p><a href=""http://stackoverflow.com/users/1557/brian-laframboise"" rel=""nofollow"">Brian</a>'s answer suggests to me, if your CI finds a failure in a commit that had a case number, you might even just reopen the existing case. Like codifying a case field for every little thing, though, there's a point where the CI automation could be ""too smart,"" get it wrong, and just be annoying. Opening a new case could be plenty.</p>

<p>And thanks: this makes me wonder if I should try integrating our <a href=""http://search.cpan.org/~zev/Test-Chimps-0.07/"" rel=""nofollow"">Chimps</a> setup with our FogBugz! </p>"
13442,1117,2008-08-17T01:01:49Z,13430,3,"<p>I have never tried on Server 2008, but I have installed CruiseControl.NET on Vista which includes IIS 7.0.  I don't remember there being any problems.  You do have an admin background which should help if something does pop up.</p>

<p>Just use the <a href=""http://confluence.public.thoughtworks.org/display/CCNET/Welcome+to+CruiseControl.NET"" rel=""nofollow"" title=""Human Interface Guidelines"">CruiseControl.NET wiki</a> to get you thru the install and getting it setup.  That is all I did.</p>"
13463,1554,2008-08-17T01:39:54Z,13460,8,"<p>Think of source control as a giant ""Undo"" button for your source code. Every time you check in, you're adding a point to which you can roll back. Even if you don't use branching/merging, this feature alone can be very valuable.</p>

<p>Additionally, by having one 'authoritative' version of the source control, it becomes much easier to back up.</p>

<p>Centralized vs. distributed... the difference is really that in distributed, there isn't necessarily one 'authoritative' version of the source control, although in practice people usually still do have the master tree.</p>

<p>The big advantage to distributed source control is two-fold:</p>

<ol>
<li><p>When you use distributed source control, you have the whole source tree on your local machine. You can commit, create branches, and work pretty much as though you were all alone, and then when you're ready to push up your changes, you can promote them from your machine to the master copy. If you're working ""offline"" a lot, this can be a huge benefit.</p></li>
<li><p>You don't have to ask anybody's permission to become a distributor of the source control. If person A is running the project, but person B and C want to make changes, and share those changes with each other, it becomes much easier with distributed source control.</p></li>
</ol>
"
13465,1553,2008-08-17T01:44:24Z,13460,6,"<p>I recommend checking out the following from Eric Sink:</p>

<p><a href=""http://www.ericsink.com/scm/source_control.html""><a href=""http://www.ericsink.com/scm/source_control.html"">http://www.ericsink.com/scm/source_control.html</a></a></p>

<p>Having some sort of revision control system in place is probably the most important tool a programmer has for reviewing code changes and understanding who did what to whom. Even for single person projects, it is invaluable to be able to diff current code against previous known working version to understand what might have gone wrong due to a change.</p>
"
13466,763,2008-08-17T01:47:18Z,13460,1,"<p>Even if you don't branch, you may find it useful to use tags to mark releases.</p>

<p>Imagine that you rolled out a new version of your software yesterday and have started making major changes for the next version. A user calls you to report a serious bug in yesterday's release. You can't just fix it and copy over the changes from your development trunk because the changes you've just made the whole thing unstable.</p>

<p>If you had tagged the release, you could check out a working copy of it and use it to fix the bug.</p>

<p>Then, you might choose to create a branch at the tag and check the bug fix into it. That way, you can fix more bugs on that release while you continue to upgrade the trunk. You can also merge those fixes into the trunk so that they'll be present in the next release.</p>
"
13467,NA,2008-08-17T01:47:59Z,13460,3,"<p>Here are two articles that are very helpful for understanding the basics. Beyond being informative, Sink's company sells a great source control product called Vault that is free for single users (I am not affiliated in any way with that company). </p>

<p><a href=""http://www.ericsink.com/scm/source_control.html"" rel=""nofollow"">http://www.ericsink.com/scm/source_control.html</a></p>

<p><a href=""http://betterexplained.com/articles/a-visual-guide-to-version-control/"" rel=""nofollow"">http://betterexplained.com/articles/a-visual-guide-to-version-control/</a></p>

<p>Vault info at www.vault.com.</p>
"
13468,1436,2008-08-17T01:51:00Z,13460,1,"<p>The common standard for setting up Subversion is to have three folders under the root of your repository: trunk, branches and tags.  The trunk folder holds your current ""main"" line of development. For many shops and situations, this is all they ever use... just a single working repository of code.</p>

<p>The tags folder takes it one step further and allows you to ""checkpoint"" your code at certain points in time. For example, when you release a new build or sometimes even when you simply <em>make</em> a new build, you ""tag"" a copy into this folder. This just allows you to know exactly what your code looked like at that point in time.</p>

<p>The branches folder holds different kinds of branches that you might need in special situations. Sometimes a branch is a place to work on experimental feature or features that might take a long time to get stable (therefore you don't want to introduce them into your main line just yet). Other times, a branch might represent the ""production"" copy of your code which can be edited and deployed independently from your main line of code which contains changes intended for a future release.</p>

<p>Anyway, this is just one aspect of how to set up your system, but I think giving some thought to this structure is important.</p>
"
13475,1585,2008-08-17T02:18:06Z,13470,2,"<p>I don't think it has any purpose. But because RegEx is almost impossible to understand/decompose, people rarely point out errors. That is probably why no one else pointed it out. </p>
"
13483,430,2008-08-17T02:46:42Z,13470,3,"<p>@<a href=""http://stackoverflow.com/questions/13470/question-about-specific-regular-expression#13479"" rel=""nofollow"">Rob</a>: I disagree.  To enforce what you are asking for I think you would need to use negative-look-behind, which is possible but is certainly not related to use {1}.  Neither version of the regexp address that particular issue.</p>

<p>To let the code speak:</p>

<pre><code>tibook 0 /home/jj33/swap &gt; cat text
Text this is &lt;http://example.com&gt; text this is
Text this is &lt;http://http://example.com&gt; text this is
tibook 0 /home/jj33/swap &gt; cat p
#!/usr/bin/perl

my $re1 = '((mailto\:|(news|(ht|f)tp(s?))\://){1}\S+)';
my $re2 = '((mailto\:|(news|(ht|f)tp(s?))\://)\S+)';

while (&lt;&gt;) {
  print ""Evaluating: $_"";
  print ""re1 saw \$1 = $1\n"" if (/$re1/);
  print ""re2 saw \$1 = $1\n"" if (/$re2/);
}
tibook 0 /home/jj33/swap &gt; cat text | perl p
Evaluating: Text this is &lt;http://example.com&gt; text this is
re1 saw $1 = &lt;http://example.com&gt;
re2 saw $1 = &lt;http://example.com&gt;
Evaluating: Text this is &lt;http://http://example.com&gt; text this is
re1 saw $1 = &lt;http://http://example.com&gt;
re2 saw $1 = &lt;http://http://example.com&gt;
tibook 0 /home/jj33/swap &gt;
</code></pre>

<p>So, if there is a difference between the two versions, it's doesn't seem to be the one you suggest.</p>"
13484,1199,2008-08-17T02:56:56Z,13470,1,"<p>@<a href=""#13486"" rel=""nofollow"">Jeff Atwood</a>, your interpretation is a little off - the {1} means match exactly once, but has no effect on the ""capturing"" - the capturing occurs because of the parens - the braces only specify the number of times the pattern must match the source - once, as you say.</p>

<p>I agree with @<a href=""#13475"" rel=""nofollow"">Marius</a>, even if his answer is a little terse and may come off as being flippant. Regular expressions are tough, if one's not used to using them, and the {1} in the question isn't quite error - in systems that support it, it does mean ""exactly one match"". In this sense, it doesn't really do anything.</p>

<p>Unfortunately, contrary to a now-deleted post, it doesn't keep the regexp from matching <code>http://<a href=""http://example.org"" rel=""nofollow"">http://example.org</a></code>, since the \S+ at the end will match one or more non-whitespace characters, including the <code>http://example.org</code> in <code>http://<a href=""http://example.org"" rel=""nofollow"">http://example.org</a></code> (verified using Python 2.5, just in case my regexp reading was off). So, the regexp given isn't really the best. I'm not a URL expert, but probably something limiting the appearance of "":""s and ""//""s after the first one would be necessary (but hardly sufficient) to ensure good URLs.</p>"
13486,1,2008-08-17T02:58:18Z,13470,2,"<p>I don't think the {1} has any valid function in that regex. </p>

<blockquote>
  <p><strong>(</strong>mailto\:|(news|(ht|f)tp(s?))\://<strong>){1}</strong></p>
</blockquote>

<p>You should read this as: ""capture the stuff in the parens exactly one time"". But we don't really care about capturing this for use later, eg $1 in the replacement. So it's pointless.</p>"
13554,990,2008-08-17T07:22:43Z,13540,48,"<p>Your assumption is right, this is the optimal way to do it and it's called <a href=""http://en.wikipedia.org/wiki/Upsert"">upsert/merge</a>.</p>

<p><a href=""http://www.sqlservercentral.com/articles/T-SQL/61773/"">Importance of UPSERT - from sqlservercentral.com</a>: </p>

<blockquote>
  <p>For every update in the case mentioned above we are removing one
  additional read from the table if we
  use the UPSERT instead of EXISTS.
  Unfortunately for an Insert, both the
  UPSERT and IF EXISTS methods use the
  same number of reads on the table.
  Therefore the check for existence
  should only be done when there is a
  very valid reason to justify the
  additional I/O. The optimized way to
  do things is to make sure that you
  have little reads as possible on the
  DB.</p>
  
  <p>The best strategy is to attempt the
  update. If no rows are affected by the
  update then insert. In most
  circumstances, the row will already
  exist and only one I/O will be
  required.</p>
</blockquote>

<p><strong>Edit</strong>: 
Please check out <a href=""http://stackoverflow.com/questions/13540/insert-update-stored-proc-on-sql-server/193876#193876"">this answer</a> and the linked blog post to learn about the problems with this pattern and how to make it work safe.</p>"
13555,5,2008-08-17T07:24:48Z,13540,5,"<p>MERGE is one of the new features in SQL Server 2008, by the way.</p>"
13665,1200,2008-08-17T15:10:24Z,13620,38,"<p>Well, as with all ""What might be faster in real life"" questions, you can't beat a real life test.</p>

<pre><code>function timeFunc($function, $runs)
{
  $times = array();

  for ($i = 0; $i &lt; $runs; $i++)
  {
    $time = microtime();
    call_user_func($function);
    $times[$i] = microtime() - $time;
  }

  return array_sum($times) / $runs;
}

function Method1()
{ 
  $foo = 'some words';
  for ($i = 0; $i &lt; 10000; $i++)
    $t = ""these are $foo"";
}

function Method2()
{
  $foo = 'some words';
  for ($i = 0; $i &lt; 10000; $i++)
    $t = ""these are {$foo}"";
}

function Method3()
 {
  $foo = 'some words';
  for ($i = 0; $i &lt; 10000; $i++)
    $t = ""these are "" . $foo;
}

print timeFunc('Method1', 10) . ""\n"";
print timeFunc('Method2', 10) . ""\n"";
print timeFunc('Method3', 10) . ""\n"";
</code></pre>

<p>Give it a few runs to page everything in, then...</p>

<p>0.0035568</p>

<p>0.0035388</p>

<p>0.0025394</p>

<p>So, as expected, the interpolation are virtually identical (noise level differences, probably due to the extra characters the interpolation engine needs to handle). Straight up concatenation is about 66% of the speed, which is no great shock. The interpolation parser will look, find nothing to do, then finish with a simple internal string concat. Even if the concat were expensive, the interpolator will still have to do it, <strong>after</strong> all the work to parse out the variable and trim/copy up the original string.</p>

<p><strong>Updates By Somnath:</strong></p>

<p>I added Method4() to above real time logic.</p>

<pre><code>function Method4()
 {
  $foo = 'some words';
  for ($i = 0; $i &lt; 10000; $i++)
    $t = 'these are ' . $foo;
}

print timeFunc('Method4', 10) . ""\n"";

Results were:

0.0014739
0.0015574
0.0011955
0.001169
</code></pre>

<p>When you are just declaring a string only and no need to parse that string too, then why to confuse PHP debugger to parse. I hope you got my point.</p>"
13668,849,2008-08-17T15:21:50Z,13550,1,"<p>We use a CASE tool at my current company for code generation and we are trying to move away from it.</p>

<p>The benefits that it brings - a graphical representation of the code making components 'easier' to pick up for new developers - are outweighed by the disadvantges in my opinion.</p>

<p>Those main disadvantages are:</p>

<ol>
<li><p>We cannot do automatic merges, making it close to impossible for parallel development on one component.</p></li>
<li><p>Developers get dependant on the tool and 'forget' how to handcode.</p></li>
</ol>
"
13673,1614,2008-08-17T15:32:34Z,13550,0,"<p>Just a couple questions for you:</p>

<p>How much productivity do you gain compared to the control that you use?
How testable and reliant is the code you create?
How well can you implement a new pattern into your design?</p>

<p>I can't imagine that there is a CASE out there that I could write a test first and then use a CASE to generate the code I need. I'd rather stick to resharper which can easily do my mundane tasks and retain full control of my code.</p>
"
13680,1532,2008-08-17T15:44:57Z,13620,16,"<p>@Adam's test used</p>

<pre><code>""these are "" . $foo
</code></pre>

<p>note that the following is even faster:</p>

<pre><code>'these are ' . $foo;
</code></pre>

<p>this is due to the fact, that a double quoted ""string"" gets evaluated, where a single quoted 'string' is just taken as is...</p>
"
13716,1430,2008-08-17T16:52:00Z,12890,0,"<p>I've been toying with composite indexes and have seen some real benefits...maybe I'll setup some tests to see if that can save me here..at least for a little longer.</p>
"
13759,1600,2008-08-17T17:38:12Z,13430,4,"<p>What Dale Ragan said; it installed flawlessly on our Windows Server 2008 machine, including the Dashboard running on IIS 7. Just give it a shot; should work fine.</p>"
13905,1635,2008-08-17T20:23:44Z,2630,0,"<p>ls (Get-ChildItem)
rm (Remove-Item)
ps (Get-Process)</p>

<p>and the rest of my familiar commands that now ""just work"" :)</p>

<p>but seriously... New-Object would have to get my vote.  With it, powershell can do ANYTHING :)</p>
"
